"Date","Price","Open","High","Low","Vol.","Change %"
"07/17/2018","7,403.89","7,291.48","7,418.43","7,288.30","143.57M","0.63%"
"07/16/2018","7,357.90","7,381.03","7,390.64","7,346.34","136.18M","-0.24%"
"07/13/2018","7,375.82","7,372.28","7,387.74","7,348.96","139.23M","0.13%"
"07/12/2018","7,366.25","7,276.38","7,368.72","7,274.16","168.21M","1.69%"
"07/11/2018","7,243.98","7,221.66","7,271.12","7,220.23","151.84M","-0.53%"
"07/10/2018","7,282.60","7,287.05","7,297.79","7,257.49","123.21M","0.09%"
"07/09/2018","7,276.00","7,251.18","7,277.57","7,221.32","137.75M","0.95%"
"07/06/2018","7,207.33","7,114.17","7,217.00","7,106.10","143.87M","1.50%"
"07/05/2018","7,101.05","7,064.00","7,105.54","7,025.24","153.26M","1.23%"
"07/03/2018","7,014.55","7,121.71","7,122.45","7,009.51","109.02M","-1.17%"
"07/02/2018","7,097.82","6,979.54","7,099.27","6,969.16","148.86M","0.81%"
"06/29/2018","7,040.80","7,071.49","7,101.82","7,031.40","193.84M","0.13%"
"06/28/2018","7,031.60","6,963.37","7,055.25","6,950.23","178.96M","0.89%"
"06/27/2018","6,969.67","7,096.60","7,128.77","6,968.30","182.46M","-1.39%"
"06/26/2018","7,068.19","7,061.23","7,108.45","7,040.06","171.74M","0.43%"
"06/25/2018","7,038.17","7,131.05","7,144.28","6,976.96","217.24M","-2.21%"
"06/22/2018","7,197.51","7,239.72","7,239.75","7,177.46","264.94M","-0.28%"
"06/21/2018","7,217.49","7,304.05","7,308.26","7,203.93","174.65M","-0.87%"
"06/20/2018","7,280.70","7,264.85","7,309.99","7,256.87","182.49M","0.73%"
"06/19/2018","7,228.04","7,158.80","7,229.98","7,138.02","182.91M","-0.32%"
"06/18/2018","7,251.41","7,201.18","7,256.43","7,186.16","164.21M","-0.06%"
"06/15/2018","7,255.76","7,245.16","7,268.84","7,220.97","429.89M","-0.33%"
"06/14/2018","7,279.59","7,233.70","7,291.31","7,233.70","174.44M","1.03%"
"06/13/2018","7,205.26","7,219.58","7,261.17","7,193.02","186.65M","-0.05%"
"06/12/2018","7,209.18","7,181.67","7,214.49","7,173.76","149.87M","0.57%"
"06/11/2018","7,168.48","7,149.65","7,187.45","7,146.09","139.97M","0.22%"
"06/08/2018","7,152.62","7,121.76","7,161.92","7,100.73","150.44M","0.00%"
"06/07/2018","7,152.83","7,212.43","7,212.43","7,115.85","164.79M","-0.79%"
"06/06/2018","7,210.08","7,180.24","7,212.45","7,140.91","161.09M","0.60%"
"06/05/2018","7,166.75","7,162.41","7,179.82","7,137.13","153.10M","0.32%"
"06/04/2018","7,143.57","7,099.50","7,146.77","7,099.09","146.84M","0.84%"
"06/01/2018","7,083.93","7,010.08","7,084.84","7,008.02","157.86M","1.67%"
"05/31/2018","6,967.73","6,969.93","7,016.42","6,955.99","278.87M","-0.12%"
"05/30/2018","6,976.37","6,955.59","6,987.63","6,938.02","148.49M","0.72%"
"05/29/2018","6,926.54","6,928.49","6,964.65","6,887.12","165.70M","-0.49%"
"05/25/2018","6,960.92","6,951.47","6,982.52","6,941.85","124.10M","0.16%"
"05/24/2018","6,949.70","6,951.52","6,963.68","6,882.57","139.44M","-0.06%"
"05/23/2018","6,953.63","6,847.27","6,954.70","6,846.94","152.02M","0.87%"
"05/22/2018","6,893.62","6,934.70","6,947.43","6,883.74","144.22M","-0.17%"
"05/21/2018","6,905.53","6,920.32","6,948.27","6,876.35","147.23M","0.57%"
"05/18/2018","6,866.25","6,876.65","6,897.91","6,857.58","164.89M","-0.51%"
"05/17/2018","6,901.63","6,905.75","6,952.98","6,869.39","139.33M","-0.41%"
"05/16/2018","6,929.97","6,892.89","6,944.54","6,891.65","143.62M","0.60%"
"05/15/2018","6,888.54","6,909.32","6,912.04","6,852.73","171.47M","-1.09%"
"05/14/2018","6,964.37","6,977.35","7,008.26","6,954.64","152.21M","0.17%"
"05/11/2018","6,952.56","6,948.87","6,969.30","6,923.61","164.10M","-0.16%"
"05/10/2018","6,963.55","6,909.18","6,966.93","6,906.77","148.39M","1.02%"
"05/09/2018","6,893.21","6,830.55","6,895.93","6,807.40","162.61M","1.14%"
"05/08/2018","6,815.48","6,813.91","6,830.87","6,770.30","170.72M","-0.09%"
"05/07/2018","6,821.87","6,803.45","6,846.46","6,796.05","160.56M","0.78%"
"05/04/2018","6,769.12","6,618.70","6,783.36","6,612.39","172.87M","1.89%"
"05/03/2018","6,643.48","6,608.70","6,667.29","6,539.86","190.16M","-0.02%"
"05/02/2018","6,644.48","6,694.52","6,715.96","6,637.96","185.67M","-0.56%"
"05/01/2018","6,681.96","6,592.93","6,685.41","6,578.26","154.32M","1.16%"
"04/30/2018","6,605.57","6,669.44","6,712.50","6,593.60","193.47M","-0.76%"
"04/27/2018","6,656.35","6,748.59","6,750.78","6,619.26","185.61M","0.10%"
"04/26/2018","6,649.65","6,606.61","6,673.65","6,579.12","200.59M","2.08%"
"04/25/2018","6,513.94","6,514.32","6,540.76","6,426.57","173.26M","0.08%"
"04/24/2018","6,509.05","6,680.88","6,688.89","6,464.74","199.97M","-2.10%"
"04/23/2018","6,648.80","6,699.16","6,721.65","6,613.55","152.36M","-0.28%"
"04/20/2018","6,667.75","6,754.68","6,757.68","6,642.83","203.20M","-1.58%"
"04/19/2018","6,774.89","6,793.07","6,815.04","6,749.07","159.27M","-0.85%"
"04/18/2018","6,833.21","6,824.58","6,856.96","6,788.32","140.49M","0.25%"
"04/17/2018","6,816.37","6,738.65","6,834.31","6,729.79","150.89M","2.12%"
"04/16/2018","6,675.18","6,675.92","6,699.76","6,633.08","132.24M","0.71%"
"04/13/2018","6,628.34","6,696.02","6,703.31","6,598.34","137.03M","-0.42%"
"04/12/2018","6,656.26","6,627.32","6,682.69","6,618.81","149.12M","1.11%"
"04/11/2018","6,583.44","6,578.84","6,650.29","6,574.88","141.66M","-0.49%"
"04/10/2018","6,615.87","6,585.52","6,639.97","6,534.89","186.05M","2.22%"
"04/09/2018","6,472.34","6,488.48","6,604.26","6,466.04","173.88M","0.61%"
"04/06/2018","6,433.21","6,514.48","6,587.36","6,402.03","212.08M","-2.45%"
"04/05/2018","6,594.84","6,619.22","6,632.21","6,550.28","173.51M","0.53%"
"04/04/2018","6,560.06","6,326.54","6,578.56","6,326.54","201.26M","1.57%"
"04/03/2018","6,458.83","6,448.05","6,485.27","6,343.90","194.78M","1.06%"
"04/02/2018","6,390.84","6,528.23","6,560.95","6,322.60","238.54M","-2.89%"
"03/29/2018","6,581.13","6,493.51","6,640.76","6,435.67","261.08M","1.86%"
"03/28/2018","6,460.81","6,488.02","6,559.88","6,410.04","235.65M","-1.06%"
"03/27/2018","6,529.84","6,791.39","6,793.50","6,479.56","230.34M","-3.32%"
"03/26/2018","6,753.83","6,644.40","6,760.65","6,538.79","231.05M","3.78%"
"03/23/2018","6,508.09","6,683.19","6,708.58","6,507.84","235.62M","-2.61%"
"03/22/2018","6,682.26","6,763.94","6,809.94","6,679.35","209.24M","-2.50%"
"03/21/2018","6,853.45","6,863.29","6,930.70","6,828.88","181.69M","-0.47%"
"03/20/2018","6,885.92","6,871.09","6,902.23","6,845.85","175.19M","0.31%"
"03/19/2018","6,864.88","6,945.97","6,949.02","6,806.16","214.56M","-2.21%"
"03/16/2018","7,019.95","7,058.12","7,061.67","7,011.69","381.00M","-0.16%"
"03/15/2018","7,030.97","7,050.66","7,075.55","7,010.01","146.85M","-0.14%"
"03/14/2018","7,040.98","7,077.85","7,084.07","7,012.57","178.32M","-0.08%"
"03/13/2018","7,046.51","7,172.25","7,186.09","7,025.82","196.08M","-1.19%"
"03/12/2018","7,131.12","7,122.47","7,156.25","7,108.04","175.89M","0.42%"
"03/09/2018","7,101.18","7,014.84","7,101.31","7,007.30","177.20M","1.93%"
"03/08/2018","6,966.43","6,955.85","6,971.00","6,931.35","161.59M","0.53%"
"03/07/2018","6,929.39","6,855.57","6,935.48","6,850.91","171.30M","0.24%"
"03/06/2018","6,913.02","6,919.79","6,937.03","6,872.06","170.32M","0.46%"
"03/05/2018","6,881.28","6,777.63","6,901.63","6,753.83","177.21M","1.03%"
"03/02/2018","6,811.04","6,661.91","6,820.37","6,645.03","202.00M","0.90%"
"03/01/2018","6,750.54","6,862.94","6,892.38","6,687.44","226.84M","-1.52%"
"02/28/2018","6,854.42","6,945.20","6,964.15","6,854.42","212.33M","-0.67%"
"02/27/2018","6,900.35","6,984.83","7,003.14","6,900.35","186.40M","-1.27%"
"02/26/2018","6,989.10","6,933.82","6,989.36","6,927.46","156.07M","1.34%"
"02/23/2018","6,896.60","6,816.43","6,897.53","6,789.02","154.36M","1.99%"
"02/22/2018","6,761.85","6,793.08","6,826.01","6,744.05","146.06M","0.04%"
"02/21/2018","6,759.26","6,808.60","6,879.47","6,759.22","167.24M","-0.30%"
"02/20/2018","6,779.69","6,742.15","6,838.00","6,740.48","170.31M","0.13%"
"02/16/2018","6,770.66","6,778.28","6,840.60","6,758.51","190.51M","-0.36%"
"02/15/2018","6,794.92","6,734.34","6,795.92","6,665.92","187.21M","1.80%"
"02/14/2018","6,675.03","6,523.26","6,684.15","6,520.39","197.23M","1.85%"
"02/13/2018","6,553.86","6,482.77","6,567.62","6,478.41","153.73M","0.46%"
"02/12/2018","6,523.85","6,477.04","6,565.28","6,424.30","228.35M","1.73%"
"02/09/2018","6,412.68","6,395.16","6,453.43","6,164.43","318.49M","1.69%"
"02/08/2018","6,306.10","6,595.81","6,606.05","6,304.18","277.35M","-4.19%"
"02/07/2018","6,582.02","6,632.98","6,716.25","6,581.38","226.58M","-1.26%"
"02/06/2018","6,665.98","6,378.60","6,673.41","6,370.48","320.31M","2.62%"
"02/05/2018","6,495.92","6,687.47","6,807.96","6,495.39","300.13M","-3.91%"
"02/02/2018","6,760.29","6,866.38","6,889.07","6,756.54","228.27M","-2.05%"
"02/01/2018","6,901.50","6,910.57","6,970.77","6,879.02","210.60M","-0.70%"
"01/31/2018","6,949.99","6,972.81","6,983.61","6,915.48","223.75M","0.28%"
"01/30/2018","6,930.73","6,910.39","6,958.79","6,894.63","179.24M","-0.82%"
"01/29/2018","6,988.31","7,000.68","7,020.64","6,974.70","178.73M","-0.49%"
"01/26/2018","7,022.97","6,956.66","7,022.97","6,941.48","199.02M","1.54%"
"01/25/2018","6,916.30","6,965.01","6,967.60","6,894.84","158.08M","-0.04%"
"01/24/2018","6,919.35","6,975.38","6,992.91","6,880.68","190.69M","-0.63%"
"01/23/2018","6,963.46","6,928.27","6,969.40","6,926.37","155.94M","0.83%"
"01/22/2018","6,906.28","6,829.55","6,906.28","6,822.85","169.01M","1.05%"
"01/19/2018","6,834.33","6,829.04","6,843.24","6,801.59","193.11M","0.34%"
"01/18/2018","6,811.38","6,804.59","6,826.79","6,784.72","152.95M","0.02%"
"01/17/2018","6,810.28","6,767.85","6,820.04","6,738.45","178.23M","1.09%"
"01/16/2018","6,737.14","6,807.85","6,835.79","6,719.11","196.08M","-0.32%"
"01/12/2018","6,758.54","6,699.32","6,763.98","6,695.52","160.68M","0.75%"
"01/11/2018","6,708.49","6,675.69","6,708.49","6,664.74","136.26M","0.69%"
"01/10/2018","6,662.66","6,640.66","6,663.51","6,619.35","153.38M","-0.23%"
"01/09/2018","6,677.94","6,692.87","6,696.12","6,658.27","146.93M","0.02%"
"01/08/2018","6,676.63","6,651.68","6,680.32","6,649.20","150.38M","0.35%"
"01/05/2018","6,653.29","6,613.12","6,654.98","6,605.03","152.65M","1.04%"
"01/04/2018","6,584.58","6,595.75","6,603.17","6,576.92","153.92M","0.13%"
"01/03/2018","6,575.80","6,520.03","6,579.25","6,519.26","170.11M","0.99%"
"01/02/2018","6,511.34","6,431.59","6,513.02","6,417.75","149.67M","1.80%"
